barcode,genus_name,species,site,start_date,type,det,year,number,technique
20035383,Andrena,cuneilabris,Hudson,3/18/03,Male,Ro. Thorp,2003,1,netting
20035395,Andrena,chalybioides,Hudson,5/16/03,Female,Ro. Thorp,2003,1,netting
20035409,Osmia,nigrifrons,Bouverie Preserve,5/16/03,Female,T.L. Griswold,2003,1,netting
20035412,Osmia,hurdi,Hudson,4/19/03,Female,T.L. Griswold,2003,1,netting
20035414,Osmia,densa,Wappo Hill,6/18/03,Female,T.L. Griswold,2003,1,netting
20035426,Osmia,atrocyanea,Saintsbury,4/19/03,Male,T.L. Griswold,2003,1,netting
20035429,Osmia,atrocyanea,Goode,5/7/03,Male,T.L. Griswold,2003,1,netting
20035447,Osmia,malina,Goode,5/16/03,Female,T.L. Griswold,2003,1,netting
20035451,Osmia,tristella,Hudson,6/24/03,Female,T.L. Griswold,2003,1,netting
20035452,Osmia,tristella,Goode,5/16/03,Female,T.L. Griswold,2003,1,netting
20035456,Osmia,regulina,Hudson,6/24/03,Female,T.L. Griswold,2003,1,netting
20035457,Osmia,regulina,Hudson,6/24/03,Female,T.L. Griswold,2003,1,netting
20035468,Osmia,granulosa,Bouverie Preserve,6/20/03,Female,T.L. Griswold,2003,1,netting
20035469,Osmia,granulosa,Bouverie Preserve,6/20/03,Female,T.L. Griswold,2003,1,netting
20035471,Osmia,laeta,Quintessa,5/23/03,Female,T.L. Griswold,2003,1,netting
20035473,Osmia,laeta,Quintessa,5/23/03,Female,T.L. Griswold,2003,1,netting
20035475,Osmia,lignaria,Hudson,4/19/03,Female,T.L. Griswold,2003,1,netting
20035478,Osmia,lignaria,Hudson,5/16/03,Female,T.L. Griswold,2003,1,netting
20035479,Osmia,lignaria,Goode,5/16/03,Female,T.L. Griswold,2003,1,netting
20035483,Osmia,laeta,Quintessa,5/23/03,Female,T.L. Griswold,2003,1,netting
20035484,Osmia,sp.,Hudson,4/19/03,Male,T.L. Griswold,2003,1,netting
20035491,Andrena,cuneilabris,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035492,Andrena,cuneilabris,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035493,Andrena,cuneilabris,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035498,Andrena,cuneilabris,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035500,Andrena,chalybioides,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035502,Andrena,hypoleuca,Saintsbury,4/19/03,Female,Ro. Thorp,2003,1,netting
20035503,Andrena,hypoleuca,Saintsbury,4/19/03,Female,Ro. Thorp,2003,1,netting
20035505,Andrena,hypoleuca,Saintsbury,3/18/03,Male,Ro. Thorp,2003,1,netting
20035507,Andrena,pulverea,Goode,3/28/03,Male,Ro. Thorp,2003,1,netting
20035509,Andrena,pulverea,Hudson,3/18/03,Male,Ro. Thorp,2003,1,netting
20035511,Andrena,pulverea,Goode,3/28/03,Male,Ro. Thorp,2003,1,netting
20035512,Andrena,pulverea,Goode,3/28/03,Male,Ro. Thorp,2003,1,netting
20035513,Andrena,pulverea,Goode,3/28/03,Male,Ro. Thorp,2003,1,netting
20035514,Andrena,pulverea,Goode,3/28/03,Male,Ro. Thorp,2003,1,netting
20035515,Andrena,pulverea,Goode,3/28/03,Male,Ro. Thorp,2003,1,netting
20035516,Andrena,pulverea,Goode,3/28/03,Male,Ro. Thorp,2003,1,netting
20035517,Andrena,pulverea,Goode,3/28/03,Male,Ro. Thorp,2003,1,netting
20035519,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035520,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035521,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035522,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035523,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035524,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035525,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035526,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035527,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035528,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035530,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035531,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035532,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035533,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035534,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035535,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035536,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035537,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035538,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035539,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035545,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035546,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035547,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035548,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035549,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035550,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035551,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035552,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035553,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035554,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035555,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035556,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035557,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035558,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035560,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035561,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035562,Andrena,pulverea,Goode,5/7/03,Female,Ro. Thorp,2003,1,netting
20035563,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035564,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035565,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035566,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035567,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035568,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035569,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035570,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035571,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035572,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035573,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035574,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035575,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035576,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035577,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035578,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035579,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035580,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035581,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035582,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035583,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035584,Andrena,pulverea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035590,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035591,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035592,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035593,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035594,Andrena,caerulea,Goode,3/28/03,Female,Ro. Thorp,2003,1,netting
20035595,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035596,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035597,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035598,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035599,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035600,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035601,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035602,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035603,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035604,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035606,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035607,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035608,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035609,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035610,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035611,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035612,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035613,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035614,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035615,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035616,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035617,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035618,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035619,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035620,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035621,Andrena,caerulea,Saintsbury,4/19/03,Female,Ro. Thorp,2003,1,netting
20035622,Andrena,caerulea,Saintsbury,4/19/03,Female,Ro. Thorp,2003,1,netting
20035624,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035625,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035626,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035628,Andrena,caerulea,Saintsbury,3/18/03,Female,Ro. Thorp,2003,1,netting
20035629,Andrena,caerulea,Saintsbury,4/19/03,Female,Ro. Thorp,2003,1,netting
20035630,Andrena,caerulea,Saintsbury,4/19/03,Female,Ro. Thorp,2003,1,netting
20035632,Andrena,caerulea,Saintsbury,4/19/03,Female,Ro. Thorp,2003,1,netting
20035633,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035634,Andrena,caerulea,Saintsbury,5/16/03,Female,Ro. Thorp,2003,1,netting
20035636,Andrena,caerulea,Saintsbury,5/16/03,Female,Ro. Thorp,2003,1,netting
20035637,Andrena,caerulea,Saintsbury,5/16/03,Female,Ro. Thorp,2003,1,netting
20035638,Andrena,caerulea,Saintsbury,5/16/03,Female,Ro. Thorp,2003,1,netting
20035639,Andrena,caerulea,Saintsbury,5/16/03,Female,Ro. Thorp,2003,1,netting
20035640,Andrena,caerulea,Saintsbury,5/16/03,Female,Ro. Thorp,2003,1,netting
20035641,Andrena,caerulea,Quintessa,4/8/03,Female,Ro. Thorp,2003,1,netting
20035642,Andrena,caerulea,Quintessa,4/8/03,Female,Ro. Thorp,2003,1,netting
20035643,Andrena,caerulea,Saintsbury,4/19/03,Female,Ro. Thorp,2003,1,netting
20035644,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035645,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035646,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035647,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035648,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035649,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035650,Andrena,caerulea,Saintsbury,4/19/03,Female,Ro. Thorp,2003,1,netting
20035652,Andrena,caerulea,Saintsbury,4/19/03,Female,Ro. Thorp,2003,1,netting
20035653,Andrena,caerulea,Saintsbury,3/18/03,Female,Ro. Thorp,2003,1,netting
20035654,Andrena,caerulea,Saintsbury,3/18/03,Female,Ro. Thorp,2003,1,netting
20035655,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035656,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035657,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035658,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035659,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035660,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035661,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035662,Andrena,caerulea,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035663,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035664,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035665,Andrena,caerulea,Saintsbury,4/19/03,Female,Ro. Thorp,2003,1,netting
20035667,Andrena,caerulea,Saintsbury,3/18/03,Female,Ro. Thorp,2003,1,netting
20035668,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035670,Andrena,caerulea,Saintsbury,5/16/03,Female,Ro. Thorp,2003,1,netting
20035671,Andrena,caerulea,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035795,Halictus,tripartitus,Saintsbury,6/24/03,Female,R. W. Brooks,2003,1,netting
20035796,Halictus,tripartitus,Saintsbury,6/24/03,Female,R. W. Brooks,2003,1,netting
20035797,Halictus,tripartitus,Saintsbury,6/24/03,Female,R. W. Brooks,2003,1,netting
20035798,Halictus,tripartitus,Saintsbury,6/24/03,Female,R. W. Brooks,2003,1,netting
20035799,Halictus,tripartitus,Goode,6/30/03,Female,R. W. Brooks,2003,1,netting
20035800,Halictus,tripartitus,Saintsbury,6/24/03,Female,R. W. Brooks,2003,1,netting
20035801,Halictus,tripartitus,Saintsbury,6/24/03,Female,R. W. Brooks,2003,1,netting
20035803,Halictus,tripartitus,Goode,6/30/03,Female,R. W. Brooks,2003,1,netting
20035821,Andrena,plana,Quintessa,5/9/03,Female,Ro. Thorp,2003,1,netting
20035830,Andrena,microchlora,Hudson,4/19/03,Female,Ro. Thorp,2003,1,netting
20035831,Andrena,microchlora,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035833,Andrena,microchlora,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035835,Andrena,microchlora,Quintessa,4/8/03,Female,Ro. Thorp,2003,1,netting
20035840,Andrena,microchlora,Quintessa,4/8/03,Female,Ro. Thorp,2003,1,netting
20035841,Andrena,microchlora,Hudson,3/18/03,Female,Ro. Thorp,2003,1,netting
20035864,Eucera,cordleyi,Wappo Hill,5/23/03,Female,R. W. Brooks,2003,1,netting
20035865,Eucera,frater,Wappo Hill,5/23/03,Female,R. W. Brooks,2003,1,netting
20035867,Eucera,frater,Wappo Hill,4/11/03,Female,R. W. Brooks,2003,1,netting
20035868,Eucera,frater,Quintessa,5/9/03,Female,R. W. Brooks,2003,1,netting
20035869,Eucera,frater,Quintessa,5/9/03,Female,R. W. Brooks,2003,1,netting
20035870,Eucera,frater,Quintessa,5/9/03,Female,R. W. Brooks,2003,1,netting
20035871,Eucera,frater,Quintessa,5/23/03,Female,R. W. Brooks,2003,1,netting
20035872,Eucera,frater,Wappo Hill,5/23/03,Female,R. W. Brooks,2003,1,netting
20035874,Eucera,frater,Wappo Hill,4/11/03,Female,R. W. Brooks,2003,1,netting
20035875,Eucera,frater,Quintessa,5/23/03,Female,R. W. Brooks,2003,1,netting
20035876,Eucera,frater,Quintessa,5/23/03,Female,R. W. Brooks,2003,1,netting
20035877,Eucera,frater,Hudson,5/16/03,Female,R. W. Brooks,2003,1,netting
20035879,Eucera,frater,Hudson,4/19/03,Male,R. W. Brooks,2003,1,netting
20035880,Eucera,frater,Hudson,4/19/03,Male,R. W. Brooks,2003,1,netting
20035881,Eucera,frater,Wappo Hill,4/11/03,Male,R. W. Brooks,2003,1,netting
20035889,Megachile,angelarum,Quintessa,8/22/03,Female,R. W. Brooks,2003,1,netting
20035891,Megachile,angelarum,Quintessa,8/22/03,Female,R. W. Brooks,2003,1,netting
20035892,Megachile,angelarum,Quintessa,8/22/03,Female,R. W. Brooks,2003,1,netting
20035893,Megachile,apicalis,Saintsbury,8/14/03,Female,R. W. Brooks,2003,1,netting
20035895,Megachile,apicalis,Goode,6/30/03,Female,R. W. Brooks,2003,1,netting
20035896,Megachile,apicalis,Goode,8/20/03,Male,R. W. Brooks,2003,1,netting
20035897,Megachile,apicalis,Goode,8/20/03,Male,R. W. Brooks,2003,1,netting
20035898,Megachile,apicalis,Saintsbury,6/24/03,Male,R. W. Brooks,2003,1,netting
20035901,Megachile,apicalis,Goode,8/20/03,Male,R. W. Brooks,2003,1,netting
20035902,Megachile,brevis,Goode,8/20/03,Male,R. W. Brooks,2003,1,netting
20035903,Megachile,brevis,Goode,8/20/03,Male,R. W. Brooks,2003,1,netting
20035904,Megachile,brevis,Goode,8/20/03,Male,R. W. Brooks,2003,1,netting
20035905,Megachile,brevis,Goode,8/20/03,Male,R. W. Brooks,2003,1,netting
20035906,Megachile,brevis,Goode,8/20/03,Male,R. W. Brooks,2003,1,netting
20035907,Megachile,brevis,Goode,8/20/03,Male,R. W. Brooks,2003,1,netting
20035908,Megachile,brevis,Wappo Hill,6/18/03,Male,R. W. Brooks,2003,1,netting
20035909,Megachile,brevis,Wappo Hill,9/13/03,Male,R. W. Brooks,2003,1,netting
20035910,Megachile,brevis,Goode,6/30/03,Male,R. W. Brooks,2003,1,netting
20035911,Megachile,brevis,Goode,8/20/03,Male,R. W. Brooks,2003,1,netting
20035912,Megachile,brevis,Goode,8/20/03,Female,R. W. Brooks,2003,1,netting
20035913,Megachile,brevis,Quintessa,8/22/03,Female,R. W. Brooks,2003,1,netting
20035914,Megachile,brevis,Wappo Hill,9/13/03,Female,R. W. Brooks,2003,1,netting
20035915,Megachile,brevis,Quintessa,8/22/03,Female,R. W. Brooks,2003,1,netting
20035916,Megachile,brevis,Wappo Hill,6/18/03,Female,R. W. Brooks,2003,1,netting
20035918,Megachile,gentilis,Saintsbury,6/24/03,Female,T.L. Griswold,2003,1,netting
20035919,Megachile,apicalis,Saintsbury,6/24/03,Female,R. W. Brooks,2003,1,netting
20035923,Megachile,apicalis,Goode,6/30/03,Female,R. W. Brooks,2003,1,netting
20035924,Megachile,gentilis,Quintessa,8/22/03,Female,T.L. Griswold,2003,1,netting
20035925,Megachile,gentilis,Quintessa,8/22/03,Female,T.L. Griswold,2003,1,netting
20035926,Megachile,angelarum,Quintessa,8/22/03,Male,R. W. Brooks,2003,1,netting
20035927,Megachile,angelarum,Goode,6/30/03,Male,R. W. Brooks,2003,1,netting
20035928,Megachile,angelarum,Quintessa,6/18/03,Male,R. W. Brooks,2003,1,netting
20035929,Stelis,montana,Bouverie Preserve,5/16/03,Female,T.L. Griswold,2003,1,netting
20035965,Heriades,occidentalis,Hudson,6/24/03,Male,R. W. Brooks,2003,1,netting
20035968,Heriades,occidentalis,Goode,6/30/03,Male,R. W. Brooks,2003,1,netting
20035969,Heriades,occidentalis,Quintessa,6/18/03,Female,R. W. Brooks,2003,1,netting
20035972,Calliopsis,anthidia,Quintessa,5/23/03,Male,T.L. Griswold,2003,1,netting
20035973,Calliopsis,anthidia,Quintessa,5/23/03,Male,T.L. Griswold,2003,1,netting
20035979,Halictus,ligatus,Saintsbury,6/24/03,Female,R. W. Brooks,2003,1,netting
20035993,Panurginus,nigrihirtus,Goode,3/28/03,Female,R. W. Brooks,2003,1,netting
20035994,Panurginus,nigrihirtus,Saintsbury,3/18/03,Female,R. W. Brooks,2003,1,netting
20035995,Panurginus,nigrihirtus,Saintsbury,3/18/03,Female,R. W. Brooks,2003,1,netting
20035997,Panurginus,nigrihirtus,Saintsbury,4/19/03,Female,R. W. Brooks,2003,1,netting
20035998,Panurginus,nigrihirtus,Saintsbury,4/19/03,Female,R. W. Brooks,2003,1,netting
20036002,Panurginus,nigrihirtus,Saintsbury,4/19/03,Female,R. W. Brooks,2003,1,netting
20036004,Panurginus,nigrihirtus,Saintsbury,4/19/03,Female,R. W. Brooks,2003,1,netting
20036007,Panurginus,nigrellus,Saintsbury,3/18/03,Female,R. W. Brooks,2003,1,netting
20036009,Panurginus,nigrellus,Saintsbury,3/18/03,Female,R. W. Brooks,2003,1,netting
20036010,Panurginus,nigrellus,Saintsbury,3/18/03,Female,R. W. Brooks,2003,1,netting
20036011,Panurginus,nigrellus,Saintsbury,3/18/03,Female,R. W. Brooks,2003,1,netting
20036012,Panurginus,nigrellus,Saintsbury,3/18/03,Female,R. W. Brooks,2003,1,netting
20036117,Halictus,tripartitus,Goode,6/30/03,Female,R. W. Brooks,2003,1,netting
20036118,Halictus,tripartitus,Goode,6/30/03,Female,R. W. Brooks,2003,1,netting
20036119,Halictus,tripartitus,Goode,6/20/03,Female,R. W. Brooks,2003,1,netting
20036121,Halictus,tripartitus,Goode,3/28/03,Female,R. W. Brooks,2003,1,netting
20036122,Halictus,tripartitus,Goode,6/20/03,Female,R. W. Brooks,2003,1,netting
20036123,Halictus,tripartitus,Goode,6/30/03,Female,R. W. Brooks,2003,1,netting
20036142,Halictus,tripartitus,Quintessa,4/8/03,Female,R. W. Brooks,2003,1,netting
20036149,Halictus,tripartitus,Wappo Hill,9/13/03,Female,R. W. Brooks,2003,1,netting
20036150,Halictus,tripartitus,Wappo Hill,9/13/03,Female,R. W. Brooks,2003,1,netting
20036153,Halictus,tripartitus,Saintsbury,6/24/03,Female,R. W. Brooks,2003,1,netting
20036166,Halictus,tripartitus,Wappo Hill,7/1/03,Female,R. W. Brooks,2003,1,netting
20036167,Halictus,tripartitus,Wappo Hill,7/1/03,Female,R. W. Brooks,2003,1,netting
20036171,Halictus,tripartitus,Wappo Hill,7/1/03,Female,R. W. Brooks,2003,1,netting
20036172,Halictus,tripartitus,Bouverie Preserve,8/8/03,Female,R. W. Brooks,2003,1,netting
20036220,Halictus,tripartitus,Wappo Hill,8/22/03,Female,R. W. Brooks,2003,1,netting
20037030,Sphecodes,sp. 3,Wappo Hill,9/13/03,Female,T.L. Griswold,2003,1,netting
20037033,Halictus,ligatus,Goode,5/16/03,Female,R. W. Brooks,2003,2,netting
20037037,Lasioglossum,titusi,Hudson,6/3/03,Female,R. W. Brooks,2003,1,netting
20037040,Lasioglossum,titusi,Goode,5/16/03,Female,R. W. Brooks,2003,1,netting
20037041,Lasioglossum,titusi,Goode,5/16/03,Female,R. W. Brooks,2003,1,netting
20037042,Lasioglossum,titusi,Goode,5/16/03,Female,R. W. Brooks,2003,1,netting
20037043,Lasioglossum,titusi,Goode,5/16/03,Female,R. W. Brooks,2003,1,netting
20037044,Lasioglossum,titusi,Goode,5/16/03,Female,R. W. Brooks,2003,1,netting
20037050,Lasioglossum,titusi,Bouverie Preserve,8/20/03,Female,R. W. Brooks,2003,1,netting
20037072,Ashmeadiella,difugita,Quintessa,7/2/03,Female,R. W. Brooks,2003,26,netting
20037073,Ashmeadiella,californica,Quintessa,6/18/03,Male,R. W. Brooks,2003,20,netting
20037075,Ashmeadiella,californica,Quintessa,6/18/03,Male,R. W. Brooks,2003,20,netting
20037088,Lasioglossum,sp. 4,Saintsbury,6/3/03,Female,R. W. Brooks,2003,1,netting
20038006,Melissodes,lupina,Veteran's Home,8/8/03,Female,R. W. Brooks,2003,1,netting
20038027,Melissodes,lupina,Saintsbury,8/14/03,Male,R. W. Brooks,2003,1,netting
20038038,Melissodes,lupina,Wappo Hill,7/11/03,Female,R. W. Brooks,2003,1,netting
20038054,Melissodes,lupina,Goode,8/20/03,Female,R. W. Brooks,2003,1,netting
20038061,Melissodes,lupina,Wappo Hill,7/11/03,Female,R. W. Brooks,2003,1,netting
20038077,Melissodes,lupina,Saintsbury,8/14/03,Male,R. W. Brooks,2003,1,netting
20038119,Melissodes,stearnsi,Saintsbury,8/14/03,Male,R. W. Brooks,2003,1,netting
99020058,Nomada,sp. 2,Saintsbury,5/2/02,,,2002,1,netting
99020070,Lasioglossum,sp. 1,Stag's Leap,7/3/02,Male,R. W. Brooks,2002,1,netting
99020072,Lasioglossum,sp. 1,Goode,6/25/02,Male,R. W. Brooks,2002,1,netting
99020078,Lasioglossum,sp. 1,Stag's Leap,7/3/02,Male,R. W. Brooks,2002,1,netting
99020084,Hylaeus,mesillae,Goode,8/5/02,Male,R. W. Brooks,2002,1,netting
99020085,Hylaeus,mesillae,Goode,8/5/02,Male,R. W. Brooks,2002,1,netting
99020090,Hylaeus,mesillae,Quintessa,6/18/02,Male,R. W. Brooks,2002,1,netting
99020092,Hylaeus,mesillae,Goode,7/23/02,Male,R. W. Brooks,2002,1,netting
99020094,Hylaeus,mesillae,Goode,6/25/02,Male,R. W. Brooks,2002,1,netting
99020095,Hylaeus,mesillae,Goode,8/5/02,Male,R. W. Brooks,2002,1,netting
99020096,Hylaeus,mesillae,Goode,8/5/02,Male,R. W. Brooks,2002,1,netting
99020097,Hylaeus,mesillae,Goode,8/5/02,Male,R. W. Brooks,2002,1,netting
99020101,Hylaeus,mesillae,Goode,7/23/02,Male,R. W. Brooks,2002,1,netting
99020104,Hylaeus,granulatus,Goode,4/22/02,Male,R. W. Brooks,2002,1,netting
99020105,Hylaeus,granulatus,Goode,8/5/02,Male,R. W. Brooks,2002,1,netting
99020106,Hylaeus,granulatus,Goode,7/23/02,Male,R. W. Brooks,2002,1,netting
99020107,Hylaeus,granulatus,Goode,4/22/02,Male,R. W. Brooks,2002,1,netting
99020108,Hylaeus,granulatus,Goode,8/5/02,Male,R. W. Brooks,2002,1,netting
