Conditionsid,SiteID,date,samplenumber,bowlst,bowlfin,firstnet,secndnet,WindAM,WindPM,CloudsAM,CloudsPM,tempfirstnet,tempsecondnet,FieldCollectionNotes,FLAG,sunrise,Hightemp,Lowtemp
135,Rector Reservoir,6/20/02,,9:05:00 AM,3:00:00 PM,9:15:00 AM,2:00:00 PM,2,4,Clear,Clear,,,,,4:46:00 AM,82,54
134,Veteran's Home,6/20/02,,8:25:00 AM,3:30:00 PM,10:40:00 AM,12:45:00 PM,1,2,Clear,Clear,,,,,4:46:00 AM,82,54
132,Lake Hennessey,6/18/02,,,3:30:00 PM,11:05:00 AM,12:45:00 PM,0,0,Clear,Clear,,,,,4:45:00 AM,85,59
133,Quintessa,6/18/02,,,3:00:00 PM,9:50:00 AM,2:00:00 PM,0,0,Clear,Clear,,,,,4:45:00 AM,85,59
129,Stag's Leap,6/17/02,,9:15:00 AM,3:00:00 PM,9:30:00 AM,1:50:00 PM,2,,Clear,Clear,,,,mistaken entry? Arcto am?,4:45:00 AM,85,51
128,Wappo Hill,6/17/02,,8:45:00 AM,3:30:00 PM,11:00:00 AM,12:30:00 PM,3,,Clear,Clear,,,,,4:45:00 AM,85,51
126,Saintsbury,6/14/02,,9:00:00 AM,3:40:00 PM,11:00:00 AM,12:55:00 PM,1,3,Clear,Clear,,,,,4:45:00 AM,77,51
127,Hudson,6/14/02,,8:15:00 AM,3:10:00 PM,9:45:00 AM,2:10:00 PM,2,3,Clear,Clear,,,,,4:45:00 AM,77,51
138,Wappo Hill,6/12/02,,,,,1:55:00 PM,0,4,Clear,Clear,,,,,4:45:00 AM,73,50
124,Bouverie Preserve,6/12/02,,9:20:00 AM,3:30:00 PM,10:08:00 AM,12:20:00 PM,3,,Clear,Clear,,,,,4:45:00 AM,73,50
125,Kunde,6/12/02,,8:45:00 AM,3:00:00 PM,11:10:00 AM,2:00:00 PM,2,,Clear,Clear,,,,,4:45:00 AM,73,50
123,Goode,6/10/02,,8:45:00 AM,,11:00:00 AM,,3,3,Clear,Clear,,,,"FLAG
dupl. Event nums.",4:45:00 AM,90,61
122,Chateau St. Jean,6/10/02,,9:10:00 AM,,9:30:00 AM,,2,,Clear,Clear,,,,"FLAG
dupl. Event nums.",4:45:00 AM,90,61
120,Lake Hennessey,6/7/02,,9:05:00 AM,3:00:00 PM,9:15:00 AM,12:45:00 PM,0,2,Clear,Clear,,,,,4:46:00 AM,83,53
121,Quintessa,6/7/02,,8:35:00 AM,3:00:00 PM,10:30:00 AM,2:00:00 PM,0,3,Clear,Clear,,,,,4:46:00 AM,83,53
131,Wappo Hill,6/7/02,,9:30:00 AM,4:00:00 PM,10:00:00 AM,,0,0,Clear,Clear,,,,,4:46:00 AM,83,53
130,Stag's Leap,6/7/02,,9:00:00 AM,3:00:00 PM,11:30:00 AM,1:30:00 PM,0,10,Clear,Clear,,,,,4:46:00 AM,83,53
119,Hudson,6/4/02,,9:02:00 AM,3:30:00 PM,9:25:00 AM,12:10:00 PM,0,3,Clear,Clear,,,,,4:46:00 AM,89,53
118,Saintsbury,6/4/02,,8:32:00 AM,3:00:00 PM,10:38:00 AM,1:45:00 PM,0,0,Clear,Clear,,,,,4:46:00 AM,89,53
116,Veteran's Home,6/3/02,,8:30:00 AM,3:45:00 AM,11:00:00 AM,1:30:00 PM,2,,Clear,Clear,,,,dupl. Event nums.,4:47:00 AM,74,51
117,Rector Reservoir,6/3/02,,9:00:00 AM,3:00:00 PM,9:30:00 AM,2:30:00 PM,3,,5-25% cover,5-25% cover,,,,,4:47:00 AM,74,51
115,Bouverie Preserve,5/31/02,,8:30:00 AM,3:20:00 PM,11:00:00 AM,2:20:00 PM,0,3,Clear,Clear,,,,,4:48:00 AM,84,54
114,Kunde,5/31/02,,9:10:00 AM,4:00:00 PM,9:30:00 AM,1:00:00 PM,0,2,Clear,Clear,,,,,4:48:00 AM,84,54
1,Kelham,5/29/02,,8:30:00 AM,3:10:00 PM,10:50:00 AM,2:10:00 PM,1,3,Clear,Clear,,,,,4:49:00 AM,90,53
56,Goode,5/29/02,,9:00:00 AM,3:40:00 PM,9:15:00 AM,12:45:00 PM,0,3,Clear,Clear,,,,,4:49:00 AM,90,53
5,Wappo Hill,5/24/02,,9:10:00 AM,3:00:00 PM,9:50:00 AM,2:00:00 PM,2,,Clear,Clear,,,,,4:51:00 AM,86,49
33,Stag's Leap,5/24/02,,8:45:00 AM,3:30:00 PM,11:00:00 AM,12:50:00 PM,2,3,Clear,Clear,,,,,4:51:00 AM,86,49
38,Lake Hennessey,5/23/02,,9:15:00 AM,3:25:00 PM,9:25:00 AM,12:50:00 PM,1,,Clear,Clear,,,,,4:52:00 AM,80,44
32,Quintessa,5/23/02,,8:35:00 AM,3:00:00 PM,10:50:00 AM,2:00:00 PM,2,,Clear,Clear,,,,,4:52:00 AM,80,44
46,Rector Reservoir,5/22/02,,9:10:00 AM,3:25:00 PM,9:30:00 AM,2:25:00 PM,2,,Clear,25-45% cover,,,,,4:53:00 AM,72,43
12,Veteran's Home,5/22/02,,8:30:00 AM,4:00:00 PM,11:00:00 AM,1:00:00 PM,,,Clear,25-45% cover,,,,,4:53:00 AM,72,43
30,Hudson,5/17/02,,9:15:00 AM,3:30:00 PM,9:30:00 AM,12:30:00 PM,0,2,Clear,Clear,,,Asteraceae is some sort of dandelion,,4:56:00 AM,80,49
54,Kunde,5/17/02,,9:00:00 AM,,9:07:00 AM,1:50:00 PM,1,,Clear,Clear,,,,,4:56:00 AM,80,49
51,Saintsbury,5/17/02,,8:45:00 AM,3:00:00 PM,11:00:00 AM,2:00:00 PM,0,2,Clear,Clear,,,,,4:56:00 AM,80,49
3,Kunde,5/17/02,,9:00:00 AM,,9:07:00 AM,1:50:00 PM,2,,Clear,Clear,,,,,4:56:00 AM,80,49
62,Goode,5/13/02,,9:00:00 AM,3:30:00 PM,9:30:00 AM,1:30:00 PM,0,3,Clear,Clear,,,,,5:00:00 AM,73,46
26,Chateau St. Jean,5/13/02,,8:30:00 AM,3:00:00 PM,11:15:00 AM,2:30:00 PM,3,3,5-25% cover,5-25% cover,,,,,5:00:00 AM,73,46
58,Wappo Hill,5/10/02,,9:10:00 AM,3:00:00 PM,10:15:00 AM,2:15:00 PM,2,2,Clear,25-45% cover,,,,,5:03:00 AM,71,40
44,Bouverie Preserve,5/10/02,,8:30:00 AM,,10:57:00 AM,2:00:00 PM,2,,Clear,Clear,,,,,5:03:00 AM,71,40
4,Bouverie Preserve,5/10/02,,8:30:00 AM,,10:57:00 AM,2:00:00 PM,2,,Clear,Clear,,,,,5:04:00 AM,71,40
11,Quintessa,5/6/02,,,,10:30:00 AM,,0,,Clear,Clear,,,,,5:07:00 AM,71,44
24,Stag's Leap,5/6/02,,9:10:00 AM,3:00:00 PM,11:15:00 AM,2:15:00 PM,2,,Clear,Clear,,,,,5:07:00 AM,71,44
37,Quintessa,5/3/02,,9:15:00 AM,3:30:00 PM,,12:40:00 PM,0,,Clear,Clear,,,,,5:10:00 AM,65,48
29,Rector Reservoir,5/3/02,,10:15:00 AM,3:15:00 PM,11:05:00 AM,1:00:00 PM,3,,Clear,Clear,,,,,5:10:00 AM,65,48
43,Lake Hennessey,5/3/02,,8:45:00 AM,3:00:00 PM,11:00:00 AM,2:00:00 PM,0,,Clear,Clear,,,,,5:10:00 AM,65,48
53,Veteran's Home,5/3/02,,8:40:00 AM,2:30:00 PM,12:00:00 PM,2:00:00 PM,2,,5-25% cover,5-25% cover,,,,,5:10:00 AM,65,48
9,Hudson,5/2/02,,9:00:00 AM,3:30:00 PM,11:00:00 AM,12:50:00 PM,2,,Clear,Clear,,,,,5:11:00 AM,67,44
36,Saintsbury,5/2/02,,8:35:00 AM,3:00:00 PM,9:45:00 AM,2:00:00 AM,2,,Clear,Clear,,,,,5:11:00 AM,67,44
35,Bouverie Preserve,4/26/02,,9:00:00 AM,12:30:00 PM,11:15:00 AM,,0,,25-45% cover,25-45% cover,,,,,5:19:00 AM,68,50
50,Goode,4/22/02,,8:30:00 PM,3:45:00 PM,10:50:00 AM,1:00:00 PM,0,,Clear,Clear,,,,,5:24:00 AM,81,45
8,Chateau St. Jean,4/22/02,,9:10:00 AM,3:15:00 PM,9:30:00 AM,2:30:00 PM,0,,Clear,Clear,,,,,5:24:00 AM,81,45
42,Veteran's Home,4/19/02,,8:00:00 AM,3:40:00 PM,11:10:00 AM,11:00:00 PM,1,,Clear,Clear,,,20020224b is 20021436 for collection events,,5:28:00 AM,64,45
49,Rector Reservoir,4/19/02,,9:45:00 AM,3:15:00 PM,9:50:00 AM,2:15:00 PM,2,,Clear,Clear,,,,,5:28:00 AM,64,45
57,Quintessa,4/19/02,,9:30:00 AM,3:00:00 PM,11:45:00 AM,2:30:00 PM,,,,,,,,,5:28:00 AM,64,45
34,Lake Hennessey,4/19/02,,8:30:00 AM,3:30:00 PM,10:30:00 AM,1:30:00 PM,,,,,,,,,5:28:00 AM,64,45
48,Saintsbury,4/18/02,,,,,,,,,,,,,DUP,5:29:00 AM,64,36
17,Hudson,4/18/02,,,,9:30:00 AM,,1,,Clear,Clear,,,,,5:29:00 AM,64,36
41,Saintsbury,4/18/02,,8:50:00 AM,12:00:00 PM,10:30:00 AM,,1,,Clear,Clear,,,,,5:29:00 AM,64,36
27,Hudson,4/12/02,,10:00:00 AM,,,1:15:00 PM,2,3,Clear,Clear,,,,,5:38:00 AM,80,47
23,Saintsbury,4/12/02,,11:45:00 AM,4:00:00 PM,,12:00:00 PM,2,3,Clear,Clear,,,,DUP,5:38:00 AM,80,47
61,Goode,4/12/02,,8:30:00 AM,4:55:00 PM,10:20:00 AM,2:00:00 PM,,,Clear,Clear,,,,,5:38:00 AM,80,47
19,Chateau St. Jean,4/12/02,,9:05:00 AM,4:30:00 PM,12:30:00 PM,3:05:00 PM,,,Clear,Clear,,,,,5:38:00 AM,80,47
47,Saintsbury,4/12/02,,11:45:00 AM,4:00:00 PM,,12:00:00 PM,2,3,Clear,Clear,,,"20020177-T1 White pantrap (minus 1st 2 bowls), 
20020180 - T1 Yellow pantrap (minus 1st bowl),
20020181 - T1 1st 2 White and 1 Yellow pantrap",,5:38:00 AM,80,47
40,Bouverie Preserve,4/1/02,,9:05:00 AM,3:00:00 PM,10:30:00 AM,1:15:00 PM,,,,,,,"20020126=bowl 28, 20020127=bowl 9, 20020128=bowl 26, 20020129=bowl 29, 20020130=bowl 5, 20020131=bowl 25, 20020132=bowl 8, 20020133=bowl 23, 20020134=bowl 11, 20020135=bowl 19, 20020136=bowl 14, 20020138=bowl 20, 20020139=bowl 10, 20020140=bowl 16, 20020141=bowl 7, 20020142=bowl 17, 20020143=bowl 2, 20020144=bowl 20, 20020145=bowl 13",,5:54:00 AM,76,45
60,Rector Reservoir,3/28/02,,,,,,,,,,,,"20020100=bowl 7, 20020101=bowl 22, 20020102=bowl 27, 20020103=bowl 28, 20020104=bowl 12, 20020105=bowl 6, 20020106=bowl 11, 20020107=bowl 21, 20020108=bowl 30, 20020109=bowl 15, 20020110=bowl 18",,6:00:00 AM,75,43
13,Annadel SP,3/28/02,,,,,,,,,,,,,,6:00:00 AM,75,43
15,Saintsbury,3/26/02,,,,,,,,,,,,,,6:03:00 AM,71,39
59,Lake Hennessey,3/26/02,,,,,,,,,,,,,,6:03:00 AM,71,39
14,Goode,3/26/02,,9:00:00 AM,3:20:00 PM,11:06:00 AM,,,,,,,,"20020036=bowl 4, 20020037=bowl 14, 20020038=bowl 2, 20020039=bowl 10, 20020040=bowl 11, 20020041=bowl 6, 20020042=bowl 11, 20020043=bowl 12, 20020044=bowl 9, 20020045=bowl 9, 20020046=bowl 5, 20020047=bowl 8, 20020048=bowl 5, 20020049=bowl 7, 20020050=bowl 3, 20020051=bowl 13, 20020052=bowl 1, 20020053=bowl 10",,6:03:00 AM,71,39
16,Veteran's Home,3/26/02,,,,,,,,,,,,"20020074=bowl 15, 20020075=bowl 5, 20020076=bowl 4, 20020077=bowl 13, 20020078=bowl 5, 20020079=bowl 10, 20020080=bowl 7, 20020081=bowl 2, 20020082=bowl 11, 20020083=bowl 4",,6:03:00 AM,71,39
6,Saintsbury,3/26/02,,,,,,,,,,,,,DUP,6:03:00 AM,71,39
7,Chateau St. Jean,3/25/02,,9:20:00 AM,,11:25:00 AM,,,,over 50%,over 50%,,,"20020007=bowl 22, 20020008=bowl 1,20020009=bowl 25, 20020010=bowl 2, 20020011=bowl 17, 20020012=bowl 5, 20020013=bowl 26, 20020014=bowl 23, 20020015=bowl 7, 20020016=bowl 19, 20020017=bowl 8",,6:05:00 AM,61,38
18,Jack London SP,3/25/02,,,,,,,,over 50%,over 50%,,,,,6:05:00 AM,61,38
22,Chateau St. Jean,3/25/02,,,,,,,,,,,,,,6:05:00 AM,61,38
2,test,3/15/02,,,,,,,,,,,,,,6:20:00 AM,60,33
91,Jack London SP,6/20/01,7,,,,,,,,,,,,,,98,57
90,Annadel SP,6/20/01,7,,,,,,,,,,,,,,98,57
93,Veteran's Home,6/18/01,7,,,,,,,,,,,,,,95,53
210,Rector Reservoir,6/18/01,7,,,,,,,,,,,,,,,
92,Calistoga,6/18/01,7,,,,,,,,,,,,,,95,53
209,Jack London SP,6/8/01,6,,,,,,,,,,,,,,,
88,Annadel SP,6/1/01,6,,,,,,,,,,,,,,73,62
89,Jack London SP,6/1/01,6,,,,,,,,,,,,,,73,62
86,Calistoga,5/31/01,6,,,,,,,,,,,,,,103,61
87,Veteran's Home,5/30/01,6,,,,,,,,,,,,,,102,54
84,Jack London SP,5/11/01,5,,,,,,,,,,,,,,77,53
85,Bouverie Preserve,5/10/01,5,,,,,,,,,,,,,,92,51
83,Calistoga,5/10/01,5,,,,,,,,,,,,,,92,51
82,Rector Reservoir,4/28/01,5,,,,,,,,,,,,,,67,50
94,Calistoga,4/28/01,5,,,,,,,,,,,,,,67,50
81,Annadel SP,4/27/01,5,,,,,,,,,,,,,,71,48
80,Jack London SP,4/27/01,5,,,,,,,,,,,,,,71,48
78,Veteran's Home,4/23/01,4,,,,,,,,,,,,,,76,42
79,Calistoga,4/23/01,4,,,,,,,,,,,,,,76,42
77,Rector Reservoir,4/23/01,4,,,,,,,,,,,,,,76,42
76,Annadel SP,4/21/01,4,,,,,,,,,,,,,,69,38
67,Jack London SP,4/13/01,4,,,,,,,,,,,,,,61,44
68,Bouverie Preserve,4/13/01,4,,,,,,,,,,,,,,61,44
64,Bouverie Preserve,4/10/01,3,,,,,,,,,,,,,,68,42
65,Annadel SP,4/10/01,3,,,,,,,,,,,,,,68,42
66,Jack London SP,4/10/01,3,,,,,,,,,,,,,,68,42
74,Veteran's Home,4/9/01,3,,,,,,,,,,,,,,65,39
75,Calistoga,4/9/01,3,,,,,,,,,,,,,,65,39
72,Annadel SP,4/1/01,2,,,,,,,,,,,,,,69,45
73,Jack London SP,4/1/01,2,,,,,,,,,,,,,,69,45
63,Rector Reservoir,3/30/01,2,,,,,,,,,,,,,,82,46
70,Calistoga,3/30/01,2,,,,,,,,,,,,,,82,46
71,Veteran's Home,3/30/01,2,,,,,,,,,,,,,,82,46
69,Napa River Reserve,3/30/01,2,,,,,,,,,,,,,,82,46
52,Jack London SP,3/19/01,1,,,,,,,,,,,,,,80,47
55,Annadel SP,3/19/01,1,,,,,,,,,,,,,,80,47
31,Calistoga,3/18/01,1,,,,,,,,,,,,,,78,42
39,Bale Grist Mill SP,3/18/01,1,,,,,,,,,,,,,,78,42
45,Veteran's Home,3/18/01,1,,,,,,,,,,,,,,78,42
20,Snell Rd.,3/17/01,1,,,,,,,,,,,,,,76,42
25,Pope Valley Elementary,3/17/01,1,,,,,,,,,,,,,,76,42
28,Calistoga,3/17/01,1,,,,,,,,,,,,,,76,42
10,Rector Reservoir,3/17/01,1,,,,,,,,,,,,,,76,42
208,Goode,3/15/01,1,,,,,,,,,,,,,,,
